ang_deg
0.333333
0.666667
1
1
rs[0]
0.468334,-0.0945427
0.302626,-0.140905
0.364152,0.514137
0.303733,-0.0810146
0.25333,0.536485
0.294935,-0.025298
0.146901,0.539028
0.277637,0.0249237
0.0477945,0.523928
0.253358,0.0686555
-0.0416277,0.493668
0.223671,0.105224
-0.119583,0.450939
0.190145,0.134264
-0.18486,0.398529
0.154292,0.155692
-0.236793,0.339223
0.117532,0.169681
-0.27522,0.27571
0.0811497,0.176621
-0.300434,0.210513
0.046275,0.177089
-0.313119,0.14592
0.0138596,0.171802
-0.314286,0.0839434
-0.0153313,0.161582
-0.305201,0.0262826
-0.0407228,0.147317
-0.287318,-0.0256948
-0.0619277,0.129924
-0.262209,-0.0709587
-0.0787373,0.110317
-0.231501,-0.108812
-0.0911081,0.0893781
-0.196816,-0.138875
-0.0991444,0.0679328
-0.159722,-0.161062
-0.103078,0.0467287
-0.121686,-0.175551
-0.103248,0.0264213
-0.0840387,-0.182746
-0.100074,0.00756283
-0.0479491,-0.183243
-0.0940371,-0.00940355
-0.0144026,-0.177783
-0.0856561,-0.0241458
0.0158088,-0.167217
-0.0754661,-0.0364412
0.0420899,-0.152464
-0.0640003,-0.0461708
0.0640397,-0.134472
-0.0517721,-0.053312
0.0814418,-0.114188
-0.0392617,-0.057928
0.0942509,-0.0925238
-0.0269039,-0.060156
0.102575,-0.0703342
-0.0150793,-0.0601948
0.106653,-0.0483928
-0.00410819,-0.058291
0.106836,-0.027378
0.00575278,-0.054726
0.103558,-0.00786136
0.0143118,-0.0498025
0.0973166,0.00969824
0.0214408,-0.0438331
0.0886487,0.0249571
0.0270721,-0.0371283
0.0781081,0.0376843
0.031194,-0.0299873
0.0662461,0.047757
0.0338448,-0.0226895
0.0535945,0.0551512
0.0351056,-0.0154875
0.0406499,0.0599324
0.0350933,-0.00860238
0.0278623,0.0622424
0.0339524,-0.00222001
0.0156257,0.0622866
0.0318476,0.00351109
0.00427173,0.0603204
0.0289556,0.00848012
-0.00593404,0.0566346
0.0254588,0.0126134
-0.014793,0.0515426
0.0215383,0.0158725
-0.0221724,0.0453677
0.0173683,0.0182514
-0.0280023,0.0384313
0.0131112,0.0197733
-0.0322703,0.031043
0.00891408,0.0204862
-0.035016,0.0234918
0.00490523,0.0204587
-0.0363232,0.0160393
0.00119242,0.0197756
-0.0363129,0.00891437
-0.00213833,0.0185331
-0.0351345,0.00230924
-0.00502305,0.0168346
-0.0329583,-0.00362226
-0.00741936,0.0147863
-0.0299674,-0.00876542
-0.00930541,0.012494
-0.0263502,-0.0130439
-0.0106783,0.0100589
-0.0222942,-0.0164179
-0.0115518,0.00757574
-0.0179797,-0.0188812
-0.0119545,0.00512983
-0.0135749,-0.0204576
-0.0119267,0.00279573
-0.00923181,-0.0211968
-0.011518,0.000635938
-0.00508329,-0.0211697
-0.0107847,-0.00129975
-0.00124089,-0.0204641
-0.00978721,-0.00297438
0.00220634,-0.0191795
-0.00858755,-0.0043636
0.00519216,-0.0174228
-0.00724724,-0.005455
0.00767267,-0.0153041
-0.00582536,-0.00624717
0.00962523,-0.0129325
-0.00437693,-0.00674848
0.0110468,-0.0104131
-0.0029516,-0.00697573
0.0119516,-0.00784371
-0.00159264,-0.00695263
0.0123692,-0.00531273
-0.00033629,-0.00670829
0.0123412,-0.00289731
0.000788612,-0.00627563
0.011919,-0.000662126
0.00176073,-0.00568989
0.0111609,0.00134125
0.00256608,-0.00498728
0.0101292,0.00307458
0.0031976,-0.00420365
0.00888826,0.00451262
0.00365465,-0.00337342
0.00750164,0.00564252
0.00394226,-0.00252858
0.0060305,0.00646278
0.00407037,-0.001698
0.00453178,0.00698206
0.00405292,-0.000906806
0.00305687,0.00721772
0.00390694,-0.000176011
0.00165056,0.0071943
0.0036517,0.000477694
0.000350355,0.00694189
0.00330778,0.00104199
-0.00081389,0.00649454
0.0028963,0.00150883
-0.00182009,0.00588874
0.00243817,0.00187423
-0.00265373,0.00516193
0.00195341,0.0021379
-0.00330753,0.00435123
0.00146065,0.00230287
-0.00378079,0.00349222
0.000976661,0.00237501
-0.00407872,0.00261806
0.000516034,0.00236251
-0.00421159,0.00175858
9.09544e-05,0.00227536
-0.0041938,0.000939818
-0.000288916,0.00212481
-0.00404299,0.000183511
-0.000616466,0.0019229
-0.00377909,-0.000493058
-0.000887074,0.00168194
-0.00342338,-0.00107713
-0.00109848,0.00141411
-0.00299774,-0.00156039
-0.00125057,0.00113108
-0.00252377,-0.00193867
-0.00134517,0.000843677
-0.00202221,-0.00221169
-0.00138575,0.000561659
-0.00151234,-0.00238259
-0.00137711,0.000293492
-0.00101152,-0.00245741
-0.00132511,4.62443e-05
-0.000534839,-0.00244464
-0.00123633,-0.000174494
-9.49198e-05,-0.0023546
-0.0011178,-0.000364616
0.000298238,-0.00219894
-0.000976702,-0.000521468
0.00063727,-0.00199011
-0.000820132,-0.000643767
0.00091739,-0.00174085
-0.000654886,-0.000731489
0.00113625,-0.00146376
-0.000487267,-0.000785724
0.00129374,-0.00117092
-0.00032294,-0.000808518
0.00139174,-0.000873541
-0.000166824,-0.000802698
0.00143383,-0.000581711
-2.30157e-05,-0.000771691
0.00142499,-0.0003042
0.000105248,-0.000719349
0.00137126,-4.83193e-05
0.000215599,-0.000649772
0.00127947,0.00018014
0.00030651,-0.000567152
0.00115687,0.000376927
0.000377258,-0.000475628
0.00101091,0.000539294
0.000427847,-0.000379153
0.00084893,0.000665909
0.000458931,-0.000281396
0.000677958,0.000756744
0.000471718,-0.000185648
0.000504518,0.000812927
0.000467868,-9.47656e-05
0.000334474,0.000836573
0.00044939,-1.11238e-05
0.000172917,0.000830605
0.000418535,6.34043e-05
2.40877e-05,0.000798568
0.000377697,0.000127451
-0.000108663,0.000744447
0.000329324,0.000180141
-0.000222882,0.000672485
0.000275824,0.000221064
-0.00031699,0.000587019
0.000219502,0.000250235
-0.000390235,0.00049233
0.00016249,0.000268046
-0.00044262,0.000392512
0.000106703,0.000275208
-0.000474821,0.00029136
5.37972e-05,0.000272699
-0.000488087,0.000192281
5.15077e-06,0.000261693
-0.000484135,9.8231e-05
-3.81527e-05,0.000243507
-0.000465042,1.16687e-05
-7.53238e-05,0.000219541
-0.000433138,-6.54667e-05
